,PC1,PC2,PC3
354,-2.2039798427759236,-0.06013224743995147,1.0081398214525412
355,-2.333964813503278,-0.42101370533416177,0.9901505330001158
356,-1.4142359494355672,-1.1355967533254228,-1.3786779265068323
357,-1.573480054204134,-1.1876155432676567,-1.3237751266088345
358,-3.551249156971866,-0.44426199123455734,0.22127463015503981
364,3.467029674498771,-1.2966231122671805,-0.8658048628699344
365,2.595746169043683,-1.292313926953493,0.5056786055928257
366,0.6897128205077677,-1.0458740955552093,1.2855287035005585
367,0.9242531369599875,-1.072786923953732,0.8026779298360393
368,-1.9662880282221815,-0.9985401950487363,0.914162836168733
369,-2.1100150869448546,-1.158885045665995,0.3221770695128851
370,-1.4434366540264452,-1.6381547701015255,-1.1938927025446937
371,-1.546306424368351,-1.8364542106047999,-1.1740849115838223
372,-3.3876774873813633,-1.6905684987306853,0.41772656075318587
