Country,Year,BEV Percentage (Total Number Of Registrations),BEV (New Registrations),GDP,CPI,EG,Recharging Points,AC Recharging Speed (km/h),DC Recharging Speed (km/h),Available,Battery Capacity,Real Range,Purchase price (EUR),Log_BEV Percentage (Total Number Of Registrations),Log_BEV (New Registrations),Log_Recharging Points,Log_GDP,Log_CPI,Log_Available,Log_DC Recharging Speed (km/h),YJ_Purchase price (EUR)
Cyprus,2017,0.37,48.99999999999999,20312.4,0.5317664961744768,5.4,36,47.705882352940996,267.27272727273004,28.0,40.4,221.75,44717.85999999997,0.31481073984003355,3.912023005428146,3.6109179126442243,9.919036045782844,0.4264216420609696,3.367295829986474,5.592004102144579,0.9066685175413296
Cyprus,2018,0.28,36.99999999999999,21807.8,1.435491195317625,6.0,36,48.714285714286,267.7777777777801,29.0,41.2,216.55,46225.87999999999,0.2468600779315258,3.6375861597263857,3.6109179126442243,9.990068837049247,0.8901484591142693,3.4011973816621555,5.5938849332738165,1.3066140324564979
Cyprus,2019,0.5,62.99999999999998,23400.9,0.2503709967584749,4.8,36,57.06666666666701,458.9285714285701,34.0,69.48000000000002,300.68,42237.970000000016,0.4054651081081644,4.1588830833596715,3.6109179126442243,10.060572494630726,0.22344030468535225,3.5553480614894135,6.131071197922922,0.31858354261669347
Cyprus,2020,0.4200000000000001,42.0,22373.6,-0.6384227979789451,-0.4,131,39.325301204819006,403.16455696203013,97.0,57.76144578313298,286.2,38311.38000000003,0.35065687161316944,3.7612001156935624,4.882801922586371,10.015681665888287,-1.017279699959838,4.584967478670572,6.001822114242144,-0.45103572356237
Cyprus,2021,0.75,80.00000000000003,25679.9,2.446088671754743,2.9,207,40.90434782608699,493.3913043478299,168.0,64.04695652173898,308.73,40745.01000000002,0.5596157879354227,4.394449154672439,5.337538079701318,10.153502803918748,1.2372398695665392,5.1298987149230735,6.203327317695581,0.003736800253886465
Cyprus,2022,3.0999999999999996,361.00000000000017,29645.4,8.395482979933316,4.0,269,49.31481481481501,594.2592592592601,253.0,73.78703703703697,345.44,43874.27000000001,1.410986973710262,5.8916442118257715,5.598421958998375,10.29709598052815,2.240229039732824,5.537334267018537,6.388997040490443,0.6971592583048458
Cyprus,2023,5.39,796.0000000000001,32439.2,3.541341887516581,2.9,992,70.30769230769201,649.2307692307699,371.0,79.230769230769,361.7945214093807,45999.05000000002,1.8547342683894434,6.680854678790215,6.900730664045173,10.387153673438458,1.5132225383186408,5.918893854273146,6.477327329467392,1.2443231316336583
Cyprus,2024,7.919999999999998,1193.0000000000002,34770.2,1.800230186248181,2.0,1793,84.21975370048266,711.4345658618294,580.1958722522671,85.05352762209984,378.9233317561453,45999.05000000002,2.188295946591918,7.085064293952548,7.492203042618741,10.456544736917149,1.0297016231765033,6.365087829558497,6.568688070538588,1.2443231316336583
Czech Republic,2011,0.03,56.00000000000001,4095355.0,1.91721913635551,-0.5,20,17.499999999999996,174.99999999999991,4.0,16.375,95.0,30469.929999999997,0.0295588022415444,4.04305126783455,3.044522437723423,15.22536420677759,1.0706308119430872,1.6094379124341003,5.170483995038151,-1.4930844053620678
Czech Republic,2012,0.049999999999999996,92.00000000000003,4118386.0,3.287623066104061,0.5,50,29.169521043596298,217.39413911549923,4.0,23.269579724420442,95.0,30469.929999999997,0.04879016416943199,4.532599493153256,3.9318256327243257,15.230972139813305,1.4557325155446257,1.6094379124341003,5.386301407958927,-1.4930844053620678
Czech Republic,2013,0.02,33.00000000000001,4169011.0,1.438297872340443,0.4,128,48.199999999999996,270.00000000000006,8.0,32.9,142.22,30469.929999999997,0.019802627296179712,3.5263605246161616,4.859812404361672,15.243189635246894,0.8913002025705877,2.1972245773362196,5.602118820879701,-1.4930844053620678
Czech Republic,2014,0.03,58.000000000000014,4377991.0,0.3439885896467657,0.5,164,22.600000000000005,239.99999999999994,13.0,33.25999999999999,155.77,35555.639999999985,0.0295588022415444,4.07753744390572,5.10594547390058,15.292100729744865,0.2956417522187624,2.6390573296152584,5.484796933490655,-0.88565742138688
Czech Republic,2015,0.13999999999999999,311.9999999999999,4651813.0,0.3093645484950001,1.4,320,47.7,381.2499999999999,21.0,56.40999999999999,215.22,42052.00000000004,0.13102826240640408,5.746203190540153,5.771441123130016,15.352767809018262,0.2695419420401842,3.091042453358316,5.946074844809171,0.2778088403931457
Czech Republic,2016,0.08,210.00000000000003,4843030.0,0.6835042093856464,1.0,435,44.849999999999994,371.50000000000006,23.0,62.48500000000002,269.27,39789.10999999997,0.07696104113612832,5.351858133476067,6.077642243349034,15.393051322356001,0.5208774599934406,3.1780538303479458,5.920237037819614,-0.18327089379826644
Czech Republic,2017,0.13999999999999999,376.00000000000006,5179344.0,2.450533984601408,1.3,543,47.705882352940996,267.27272727273004,28.0,40.4,221.75,44717.85999999997,0.13102826240640408,5.932245187448011,6.298949246855942,15.460189158364011,1.2385289972117028,3.367295829986474,5.592004102144579,0.9066685175413296
Czech Republic,2018,0.28,730.9999999999998,5475773.0,2.149494949494982,1.2,685,48.714285714286,267.7777777777801,29.0,41.2,216.55,46225.87999999999,0.2468600779315258,6.595780513961311,6.530877627725885,15.515844193538076,1.1472421064890965,3.4011973816621555,5.5938849332738165,1.3066140324564979
Czech Republic,2019,0.30999999999999994,778.0,5888869.0,2.847875959180444,-0.1,287,57.06666666666701,458.9285714285701,34.0,69.48000000000002,300.68,42237.970000000016,0.2700271372130601,6.658011045870748,5.662960480135946,15.588574686627863,1.3475212971436796,3.5553480614894135,6.131071197922922,0.31858354261669347
Czech Republic,2020,1.6099999999999999,3263.9999999999973,5828318.0,3.161295284978078,-2.3,3002,39.325301204819006,403.16455696203013,97.0,57.76144578313298,286.2,38311.38000000003,0.959350221334602,8.09101504171053,8.00736706798333,15.578239180557693,1.4258263923899266,4.584967478670572,6.001822114242144,-0.45103572356237
Czech Republic,2021,1.2799999999999998,2644.0000000000005,6307755.0,3.83984491500143,1.0,5825,40.90434782608699,493.3913043478299,168.0,64.04695652173898,308.73,40745.01000000002,0.8241754429663494,7.8804263442924,8.67008593751938,15.657290545276986,1.5768826778600968,5.1298987149230735,6.203327317695581,0.003736800253886465
Czech Republic,2022,2.0500000000000003,3930.0,7049872.0,15.10016514683717,1.0,12158,49.31481481481501,594.2592592592601,253.0,73.78703703703697,345.44,43874.27000000001,1.1151415906193203,8.27664912542186,9.405824915296419,15.768520160441797,2.778829529505335,5.537334267018537,6.388997040490443,0.6971592583048458
Czech Republic,2023,3.3900000000000006,7503.999999999999,7659655.0,10.66126013724261,1.6,17173,70.30769230769201,649.2307692307699,371.0,79.230769230769,361.7945214093807,45999.05000000002,1.4793292270870801,8.923324744067562,9.75115189123243,15.851477632092164,2.4562722486027737,5.918893854273146,6.477327329467392,1.2443231316336583
Czech Republic,2024,4.700000000000001,10876.00000000001,8057032.0,2.43531202435312,0.6,21928,84.21975370048266,711.4345658618294,580.1958722522671,85.05352762209984,378.9233317561453,45999.05000000002,1.7404661748405046,9.294405747093851,9.995565240737037,15.902055932568247,1.2341077583329252,6.365087829558497,6.568688070538588,1.2443231316336583
Denmark,2011,0.24,415.0,1848531.1,2.758682260512422,-0.1,370,17.499999999999996,174.99999999999991,4.0,16.375,95.0,30469.929999999997,0.2151113796169455,6.030685260261263,5.916202062607435,14.429902422639477,1.3240684333457486,1.6094379124341003,5.170483995038151,-1.4930844053620678
Denmark,2012,0.28,470.99999999999983,1892938.0,2.397914856646426,-0.7,452,29.169521043596298,217.39413911549923,4.0,23.269579724420442,95.0,30469.929999999997,0.2468600779315258,6.156978985585555,6.115892125483034,14.453641205689161,1.2231619660336408,1.6094379124341003,5.386301407958927,-1.4930844053620678
Denmark,2013,0.28,496.99999999999994,1935555.2,0.7890717800780586,0.0,552,48.199999999999996,270.00000000000006,8.0,32.9,142.22,30469.929999999997,0.2468600779315258,6.210600077024653,6.315358001522335,14.475905285002987,0.5816969267390363,2.1972245773362196,5.602118820879701,-1.4930844053620678
Denmark,2014,0.8299999999999998,1568.9999999999998,1980261.2,0.5640205404495192,0.6,954,22.600000000000005,239.99999999999994,13.0,33.25999999999999,155.77,35555.639999999985,0.6043159668533294,7.358830898342354,6.86171134048073,14.498739818145825,0.4472597753166223,2.6390573296152584,5.484796933490655,-0.88565742138688
